title,year,tg,tg_adj,op,op_adj,tg_theaters,op_theaters,opdate,cldate,days,budget
Learning to Drive,2015.0,3447633,104.845,66015,16503.75,339,4,8/21/2015,11/26/2015,97.0,
Phoenix (2015),2015.0,3184472,141.797,30296,15148.0,197,2,7/24/2015,11/15/2015,114.0,
Wild Tales,2015.0,3106530,179.319,85100,21275.0,122,4,2/20/2015,7/12/2015,142.0,
Dil Dhadakne Do,2015.0,3066100,348.183,1326267,5572.55,238,238,6/5/2015,7/12/2015,37.0,
Ladrones,2015.0,3063505,199.252,1411031,3762.749,375,375,10/9/2015,11/19/2015,41.0,
Rock The Kasbah,2015.0,3020664,44.157,1470592,730.911,2012,2012,10/23/2015,11/26/2015,34.0,
The End of the Tour,2015.0,3002884,57.937,123238,30809.5,355,4,7/31/2015,12/24/2015,146.0,
Youth,2015.0,2673936,201.639,78085,19521.25,149,4,12/4/2015,03/02/2016,89.0,
He Named Me Malala,2015.0,2668936,67.413,61808,15452.0,477,4,10/2/2015,12/24/2015,83.0,
Chi-Raq,2015.0,2653032,158.154,1198453,3929.354,305,305,12/4/2015,1/28/2016,55.0,
Anomalisa,2015.0,2598812,244.089,135222,33805.5,169,4,12/30/2015,03/02/2016,63.0,8000000.0
Captive (2015),2015.0,2583301,160.056,1393243,1728.589,807,806,9/18/2015,10/8/2015,20.0,
Truth,2015.0,2541854,19.199,66232,11038.667,1122,6,10/16/2015,2/11/2016,118.0,
Mistress America,2015.0,2500431,54.263,93206,23301.5,512,4,8/14/2015,11/12/2015,90.0,
Pawn Sacrifice,2015.0,2436633,33.912,202053,6122.818,781,33,9/16/2015,12/17/2015,92.0,
2015 Oscar Nominated Short Films,2015.0,2412593,179.508,416850,3532.627,280,118,1/30/2015,3/19/2015,48.0,
Meru,2015.0,2334228,136.728,91279,13039.857,176,7,8/14/2015,11/19/2015,97.0,
My All American,2015.0,2246000,89.696,1365000,872.204,1565,1565,11/13/2015,11/29/2015,16.0,
Jem and the Holograms,2015.0,2184640,69.528,1375320,569.963,2417,2413,10/23/2015,11/5/2015,13.0,5000000.0
Tamasha,2015.0,2065487,756.589,1006059,5527.797,182,182,11/25/2015,12/10/2015,15.0,
Cake,2015.0,1951776,149.975,916179,1900.786,482,482,1/23/2015,2/19/2015,27.0,
Old Fashioned,2015.0,1914090,156.661,38965,12988.333,298,3,2/6/2015,3/19/2015,41.0,
Assassination (2015),2015.0,1904682,995.132,287700,8718.182,33,33,8/7/2015,10/4/2015,58.0,
Game of Thrones (IMAX),2015.0,1896092,1541.538,1464932,7146.01,205,205,1/30/2015,2/5/2015,6.0,
Legend,2015.0,1872994,364.68,86836,21709.0,107,4,11/20/2015,1/7/2016,48.0,
Clouds of Sils Maria,2015.0,1851517,102.074,61810,20603.333,187,3,4/10/2015,7/16/2015,97.0,
Testament of Youth,2015.0,1822250,132.74,53000,13250.0,104,4,6/5/2015,10/15/2015,132.0,
Piku,2015.0,1801807,1614.522,941490,7911.681,124,119,5/8/2015,5/17/2015,9.0,
The Vatican Tapes,2015.0,1784763,154.806,832271,1949.112,427,427,7/24/2015,8/20/2015,27.0,
Meet the Patels,2015.0,1700681,187.094,72180,14436.0,101,5,9/11/2015,12/10/2015,90.0,
The Letters,2015.0,1647416,33.807,700683,790.839,886,886,12/4/2015,1/28/2016,55.0,
The Diary of a Teenage Girl,2015.0,1477002,23.517,52334,13083.5,795,4,8/7/2015,10/25/2015,79.0,
I (2015),2015.0,1449232,1088.012,771312,3474.378,222,222,1/13/2015,1/19/2015,6.0,
Infinitely Polar Bear,2015.0,1430655,110.22,47000,9400.0,110,5,6/19/2015,10/15/2015,118.0,
Mr. Six,2015.0,1415450,641.055,332117,11070.567,32,30,12/24/2015,03/02/2016,69.0,
99 Homes,2015.0,1411927,32.957,32253,16126.5,691,2,9/25/2015,11/26/2015,62.0,8000000.0
Welcome Back,2015.0,1388365,342.806,714235,5290.63,135,135,9/4/2015,10/4/2015,30.0,
The Cokeville Miracle,2015.0,1348456,206.565,159468,3126.824,51,51,6/5/2015,10/11/2015,128.0,
The Salt of the Earth,2015.0,1343349,124.384,44900,11225.0,80,4,3/27/2015,8/9/2015,135.0,
Iris (2015),2015.0,1310678,112.177,57254,9542.333,92,6,4/29/2015,9/3/2015,127.0,
Lost in Hong Kong,2015.0,1302281,1665.321,537736,19204.857,34,28,9/25/2015,10/18/2015,23.0,
The Wolfpack,2015.0,1301696,110.783,43920,21960.0,94,2,6/12/2015,10/15/2015,125.0,
Goodbye Mr. Loser,2015.0,1293626,673.764,363949,16543.136,40,22,10/9/2015,11/26/2015,48.0,
Son of Saul,2015.0,1286220,113.574,37930,12643.333,151,3,12/18/2015,03/02/2016,75.0,
'71,2015.0,1270847,152.215,55761,13940.25,121,4,2/27/2015,5/7/2015,69.0,
Mojin: The Lost Legend,2015.0,1243810,614.227,279974,12726.091,27,22,12/18/2015,03/02/2016,75.0,37000000.0
Beyond the Mask,2015.0,1236094,50.215,18801,1105.941,181,17,4/6/2015,8/20/2015,136.0,
Child 44,2015.0,1224330,88.913,621812,1219.239,510,510,4/17/2015,5/14/2015,27.0,
Veteran,2015.0,1200627,767.664,371754,8081.609,46,46,9/18/2015,10/22/2015,34.0,
Goodnight Mommy,2015.0,1178196,181.82,63641,15910.25,90,4,9/11/2015,11/22/2015,72.0,
Black Sea,2015.0,1171559,97.614,37675,7535.0,353,5,1/23/2015,2/26/2015,34.0,
Miss You Already,2015.0,1162653,189.234,552506,1438.818,384,384,11/6/2015,11/22/2015,16.0,
Where Hope Grows,2015.0,1156000,123.188,457287,1656.837,276,276,5/15/2015,6/18/2015,34.0,
Macbeth (2015),2015.0,1110707,123.908,69833,13966.6,108,5,12/4/2015,2/25/2016,83.0,
The Overnight,2015.0,1110522,47.597,53022,17674.0,307,3,6/19/2015,9/3/2015,76.0,
Timbuktu,2015.0,1076075,160.13,45110,11277.5,56,4,1/28/2015,5/28/2015,120.0,
Dior and I,2015.0,1028953,83.047,45772,22886.0,105,2,4/10/2015,8/6/2015,118.0,
5 Flights Up,2015.0,1020921,226.268,238491,2741.276,94,87,5/8/2015,6/25/2015,48.0,
Big Stone Gap,2015.0,1009301,47.43,362422,1294.364,280,280,10/9/2015,12/24/2015,76.0,
Faith of Our Fathers,2015.0,1004105,45.608,438000,1273.256,344,344,7/1/2015,9/3/2015,64.0,
Gett: The Trial of Viviane Amsalem,2015.0,988150,123.642,24210,12105.0,74,2,2/13/2015,6/1/2015,108.0,
Boruto: Naruto the Movie,2015.0,919651,37.777,380419,2717.279,358,140,10/10/2015,12/17/2015,68.0,
Singh is Bling,2015.0,919095,296.005,487040,3607.704,135,135,10/2/2015,10/25/2015,23.0,
Best of Enemies,2015.0,892802,124.415,50378,16792.667,69,3,7/31/2015,11/12/2015,104.0,
ABCD (Any Body Can Dance) 2,2015.0,892133,226.315,444195,3042.432,146,146,6/19/2015,7/16/2015,27.0,
Sleeping with Other People,2015.0,819431,33.716,89102,17820.4,392,5,9/11/2015,11/12/2015,62.0,
The Wrecking Crew,2015.0,801606,93.427,56858,8122.571,65,7,3/13/2015,7/23/2015,132.0,
Labyrinth of Lies,2015.0,794123,71.62,22101,7367.0,72,3,9/30/2015,03/02/2016,154.0,
Seymour: An Introduction,2015.0,743541,168.374,26587,13293.5,64,2,3/13/2015,5/21/2015,69.0,
Once I Was a Beehive,2015.0,732655,211.995,48409,2547.842,32,19,8/14/2015,11/30/2015,108.0,
Mustang,2015.0,725211,123.524,20321,6773.667,57,3,11/20/2015,03/02/2016,103.0,
Cartel Land,2015.0,704352,80.268,15581,7790.5,65,2,7/3/2015,11/15/2015,135.0,
Tangerine,2015.0,702354,153.486,60683,15170.75,44,4,7/10/2015,10/22/2015,104.0,
The Himalayas,2015.0,696717,258.043,13387,4462.333,36,3,12/18/2015,03/02/2016,75.0,
Red Army,2015.0,694600,104.671,20100,6700.0,84,3,1/23/2015,4/12/2015,79.0,
The D Train,2015.0,673151,51.319,447661,443.668,1009,1009,5/8/2015,5/21/2015,13.0,
The Stanford Prison Experiment,2015.0,660561,121.182,37514,18757.0,79,2,7/17/2015,9/24/2015,69.0,
The Assassin,2015.0,632542,183.612,47892,11973.0,53,4,10/16/2015,12/20/2015,65.0,
"Kumiko, The Treasure Hunter",2015.0,623383,112.565,34114,8528.5,71,4,3/18/2015,6/4/2015,78.0,
Brothers: Blood Against Blood,2015.0,613775,415.837,357404,2179.293,164,164,8/14/2015,8/23/2015,9.0,
Welcome to Me,2015.0,608852,138.281,34920,17460.0,119,2,5/1/2015,6/7/2015,37.0,
Detective Byomkesh Bakshy,2015.0,579055,784.627,338637,4129.72,82,82,4/3/2015,4/12/2015,9.0,
Freeheld,2015.0,573335,94.485,37983,7596.6,148,5,10/2/2015,11/12/2015,41.0,
When Marnie Was There,2015.0,561085,109.373,27388,13694.0,57,2,5/22/2015,8/20/2015,90.0,
Jimmy's Hall,2015.0,560592,95.42,19881,6627.0,47,3,7/3/2015,11/5/2015,125.0,
A Little Chaos,2015.0,558173,237.622,181791,2190.253,87,83,6/26/2015,7/23/2015,27.0,
By the Sea,2015.0,538460,140.443,96250,9625.0,142,10,11/13/2015,12/10/2015,27.0,10000000.0
Gabbar is Back,2015.0,534601,384.329,279429,2611.486,107,107,5/1/2015,5/14/2015,13.0,
The Last - Naruto the Movie,2015.0,524451,453.677,179370,7798.696,34,23,2/20/2015,3/26/2015,34.0,
Shaandaar,2015.0,521794,548.103,384685,2828.566,136,136,10/22/2015,10/29/2015,7.0,
Black Panthers: Vanguard of the Revolution,2015.0,516893,406.362,20215,20215.0,12,1,9/2/2015,12/17/2015,106.0,
Deli Man,2015.0,502294,146.87,37321,2488.067,38,15,2/27/2015,5/28/2015,90.0,
Peggy Guggenheim Art Addict,2015.0,498428,170.403,22258,11129.0,25,2,11/6/2015,03/02/2016,117.0,
Steve Jobs: The Man in the Machine,2015.0,494506,105.393,140064,2059.765,68,68,9/4/2015,11/12/2015,69.0,
Phantom (2015),2015.0,489984,329.29,266756,2868.344,93,93,8/28/2015,9/13/2015,16.0,
Somewhere Only We Know,2015.0,482341,388.358,304934,6629.0,46,46,2/13/2015,3/12/2015,27.0,
Brotherly Love,2015.0,478595,64.675,246902,1234.51,200,200,4/24/2015,5/31/2015,37.0,
About Elly,2015.0,470760,164.372,13180,13180.0,16,1,4/8/2015,10/4/2015,179.0,
Let's Get Married,2015.0,462918,320.802,180929,4639.205,39,39,4/3/2015,5/10/2015,37.0,
Bombay Velvet,2015.0,450692,159.03,390774,1792.541,218,218,5/15/2015,5/28/2015,13.0,
The Third Man (2015 re-release),2015.0,449191,231.9,24832,8277.333,13,3,6/26/2015,11/22/2015,149.0,
Felix and Meira,2015.0,447353,31.772,15000,15000.0,44,1,4/17/2015,03/02/2016,320.0,
Rosenwald,2015.0,433924,102.801,7902,7902.0,21,1,8/14/2015,03/02/2016,201.0,
Saint Laurent,2015.0,429477,87.702,36000,9000.0,59,4,5/8/2015,7/30/2015,83.0,
Listen to Me Marlon,2015.0,425831,157.832,30068,15034.0,38,2,7/29/2015,10/8/2015,71.0,
The Witness (Wo shi zheng ren),2015.0,418063,454.416,194736,4868.4,40,40,10/30/2015,11/22/2015,23.0,
Unbranded,2015.0,410185,61.775,141416,1767.7,80,80,9/25/2015,12/17/2015,83.0,
Badlapur,2015.0,409166,249.491,227759,2777.549,82,82,2/20/2015,3/12/2015,20.0,
Heart of a Dog,2015.0,406471,138.917,13893,13893.0,22,1,10/21/2015,03/02/2016,133.0,
The Hunting Ground,2015.0,405917,91.733,22464,11232.0,25,2,2/27/2015,8/23/2015,177.0,
The Apu Trilogy,2015.0,402723,362.814,16064,16064.0,10,1,5/8/2015,8/27/2015,111.0,
Freetown,2015.0,401328,25.484,118553,956.073,124,124,4/8/2015,8/13/2015,127.0,
Janis: Little Girl Blue,2015.0,385566,154.474,21861,10930.5,26,2,11/27/2015,03/02/2016,96.0,
Coming Home (2015),2015.0,377607,69.349,26361,8787.0,55,3,9/9/2015,12/17/2015,99.0,
The Second Mother,2015.0,376986,14.829,24086,8028.667,223,3,8/28/2015,12/20/2015,114.0,
Katti Batti,2015.0,364932,179.593,239816,1888.315,127,127,9/18/2015,10/4/2015,16.0,
Kahlil Gibran's The Prophet,2015.0,355343,139.186,27435,13717.5,37,2,8/7/2015,10/15/2015,69.0,
Effie Gray,2015.0,352534,87.695,161728,804.617,201,201,4/3/2015,4/23/2015,20.0,
Maps to the Stars,2015.0,350741,156.302,143422,2173.061,66,66,2/27/2015,4/2/2015,34.0,
Noble,2015.0,347321,86.291,231319,1321.823,175,175,5/8/2015,5/31/2015,23.0,
Talvar,2015.0,342370,223.771,144713,2837.51,51,51,10/2/2015,11/1/2015,30.0,
Northern Limit Line,2015.0,337907,1299.642,108255,8327.308,13,13,7/17/2015,8/6/2015,20.0,
Ballet 422,2015.0,333554,127.359,27653,13826.5,27,2,2/6/2015,5/14/2015,97.0,
Shamitabh,2015.0,324597,182.255,241720,1764.38,137,137,2/6/2015,2/19/2015,13.0,
Jafar Panahi's Taxi,2015.0,318088,104.634,22531,7510.333,20,3,10/2/2015,03/02/2016,152.0,
Good Kill,2015.0,316472,46.106,17750,8875.0,143,2,5/15/2015,7/2/2015,48.0,
David and Goliath,2015.0,316100,581.066,154901,4996.806,34,31,4/3/2015,4/19/2015,16.0,
Running Man (2015),2015.0,310978,435.543,186926,9346.3,21,20,1/30/2015,3/5/2015,34.0,
Merchants of Doubt,2015.0,308156,105.896,20300,5075.0,30,4,3/6/2015,6/11/2015,97.0,
Attack on Titan: Part 2,2015.0,305934,190.021,12861,55.917,230,230,10/20/2015,10/27/2015,7.0,
NH10,2015.0,303587,843.297,149546,3738.65,40,40,3/13/2015,3/22/2015,9.0,
The Man in 3B,2015.0,291513,168.7,109043,3028.972,36,36,11/6/2015,12/24/2015,48.0,
Above and Beyond,2015.0,288751,228.986,6448,6448.0,13,1,1/30/2015,5/7/2015,97.0,
Go Away Mr. Tumor,2015.0,286639,468.364,50036,3335.733,18,15,8/14/2015,9/17/2015,34.0,
White God,2015.0,282358,108.183,16139,8069.5,29,2,3/27/2015,6/25/2015,90.0,
A Borrowed Identity,2015.0,281540,115.291,10308,10308.0,22,1,6/26/2015,10/15/2015,111.0,
In the Name of my Daughter,2015.0,277528,198.234,14294,4764.667,50,3,5/15/2015,6/12/2015,28.0,
Theeb,2015.0,261158,82.671,9181,3060.333,27,3,11/6/2015,03/02/2016,117.0,
Hitchcock/Truffaut,2015.0,260430,124.429,28178,9392.667,23,3,12/2/2015,03/02/2016,91.0,
Love (2015),2015.0,249083,243.008,29301,14650.5,25,2,10/30/2015,12/10/2015,41.0,3000000.0
Carter High,2015.0,240214,186.502,87274,4155.905,28,21,10/30/2015,12/15/2015,46.0,
Tevar,2015.0,236002,185.828,171026,1346.661,127,127,1/9/2015,1/19/2015,10.0,
Hamari Adhuri Kahani,2015.0,235361,390.317,131263,1959.149,67,67,6/12/2015,6/21/2015,9.0,
20 Once Again,2015.0,234573,784.525,92827,7140.538,13,13,1/16/2015,2/8/2015,23.0,
Slow West,2015.0,229094,108.782,67003,1340.06,54,50,5/20/2015,6/28/2015,39.0,
The Taking of Tiger Mountain,2015.0,228984,587.138,50621,7231.571,13,7,1/2/2015,2/1/2015,30.0,
A Royal Night Out,2015.0,228136,72.195,100847,638.272,158,158,12/4/2015,12/24/2015,20.0,
A Pigeon Sat on a Branch Reflecting on Existence,2015.0,222989,97.888,25313,12656.5,17,2,6/3/2015,10/15/2015,134.0,
Pyaar Ka Punchnama 2,2015.0,222856,284.255,107536,2194.612,49,49,10/16/2015,11/1/2015,16.0,
Chocolate City,2015.0,212662,260.615,98829,6588.6,24,15,5/22/2015,6/25/2015,34.0,
Fall in Love Like a Star,2015.0,212508,368.938,120074,3335.389,36,36,12/4/2015,12/20/2015,16.0,
Heneral Luna,2015.0,206040,245.286,15485,5161.667,42,3,10/30/2015,11/19/2015,20.0,
Escobar: Paradise Lost,2015.0,195792,143.437,106869,1017.8,105,105,6/26/2015,7/9/2015,13.0,
Gemma Bovery,2015.0,191533,23.758,19095,3819.0,29,5,5/29/2015,03/02/2016,278.0,
The Connection,2015.0,190980,24.224,10335,5167.5,27,2,5/15/2015,03/02/2016,292.0,
Love and Lost (Shi Gu),2015.0,188817,154.262,86048,3585.333,24,24,3/20/2015,5/10/2015,51.0,
Stonewall (2015),2015.0,187674,72.742,112834,874.682,129,129,9/25/2015,10/15/2015,20.0,
Maggie,2015.0,187112,182.193,131175,1660.443,79,79,5/8/2015,5/21/2015,13.0,
Detective K: Secret of the Lost Island,2015.0,185367,263.68,57663,3034.895,19,19,3/6/2015,4/12/2015,37.0,
Lambert & Stamp,2015.0,183320,50.115,13500,4500.0,31,3,4/3/2015,7/30/2015,118.0,
An Honest Liar,2015.0,180590,124.117,13821,6910.5,15,2,3/6/2015,6/11/2015,97.0,
Serena,2015.0,176391,62.285,100090,1696.441,59,59,3/27/2015,5/14/2015,48.0,
The Young & Prodigious T.S. Spivet,2015.0,173564,49.59,33658,336.58,100,100,7/31/2015,9/4/2015,35.0,
The Farewell Party,2015.0,172860,43.323,7616,3808.0,14,2,5/22/2015,03/02/2016,285.0,
All Things Must Pass,2015.0,172394,212.308,19001,9500.5,14,2,10/16/2015,12/13/2015,58.0,
A Brilliant Young Mind,2015.0,171793,187.138,31408,10469.333,18,3,9/11/2015,11/1/2015,51.0,
Time Out of Mind,2015.0,166775,144.77,18934,6311.333,18,3,9/9/2015,11/12/2015,64.0,
Snow Girl and the Dark Crystal,2015.0,165428,135.154,73817,3075.708,24,24,2/27/2015,4/19/2015,51.0,
3 Hearts,2015.0,164992,82.455,11794,11794.0,29,1,3/13/2015,5/21/2015,69.0,
The Last Women Standing,2015.0,163406,436.914,73344,4314.353,17,17,11/11/2015,12/3/2015,22.0,
5 to 7,2015.0,162685,136.94,18006,9003.0,27,2,4/3/2015,5/17/2015,44.0,
After The Ball,2015.0,161820,60.698,31718,773.61,43,41,2/27/2015,4/30/2015,62.0,
Hell and Back,2015.0,157768,23.991,104374,253.951,411,411,10/2/2015,10/18/2015,16.0,
Experimenter,2015.0,155575,83.642,8682,2894.0,30,3,10/16/2015,12/17/2015,62.0,
Desert Dancer,2015.0,155271,89.856,40763,1772.304,36,23,4/10/2015,5/28/2015,48.0,
"Buen Dia, Ramon",2015.0,154356,266.131,51105,3407.0,29,15,1/30/2015,2/19/2015,20.0,
Backstreet Boys: Show 'Em What You're Made Of,2015.0,153068,1275.567,153068,2551.133,60,60,1/30/2015,2/1/2015,2.0,
Samba,2015.0,151530,165.065,24588,12294.0,27,2,7/24/2015,8/27/2015,34.0,
The Tribe,2015.0,150564,121.914,11094,11094.0,13,1,6/17/2015,9/20/2015,95.0,
Forever Young (2015),2015.0,149761,534.861,70047,5003.357,14,14,7/10/2015,7/30/2015,20.0,
The New Girlfriend,2015.0,146754,120.785,39035,3002.692,45,13,9/18/2015,10/15/2015,27.0,
The Last 5 Years,2015.0,145427,201.982,42042,14014.0,36,3,2/13/2015,3/5/2015,20.0,
Tangerines,2015.0,144501,167.247,5180,5180.0,12,1,4/17/2015,6/28/2015,72.0,
Yellow Day (2015),2015.0,144163,43.952,26260,13130.0,40,2,12/11/2015,03/02/2016,82.0,
Manglehorn,2015.0,143101,143.244,11227,3742.333,27,3,6/19/2015,7/26/2015,37.0,
Cop Car,2015.0,134552,112.127,26146,8715.333,60,3,8/7/2015,8/27/2015,20.0,
Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,2015.0,133443,179.842,19206,6402.0,7,3,4/22/2015,8/6/2015,106.0,
Devil and Angel (E Gun Tian Shi),2015.0,131058,176.153,44855,3737.917,12,12,12/31/2015,03/02/2016,62.0,
Mississippi Grind,2015.0,130541,76.699,12434,12434.0,46,1,9/25/2015,11/1/2015,37.0,
Kung Fu Killer,2015.0,129784,113.052,58664,2095.143,28,28,4/24/2015,6/4/2015,41.0,
A Journey Through Time with Anthony,2015.0,127381,416.278,55292,3252.471,17,17,11/18/2015,12/6/2015,18.0,
Boulevard,2015.0,126150,309.951,7000,7000.0,11,1,7/10/2015,8/16/2015,37.0,
A Ballerina's Tale,2015.0,125144,200.551,9388,4694.0,16,2,10/14/2015,11/22/2015,39.0,
Z for Zachariah,2015.0,121461,209.416,56902,1962.138,29,29,8/28/2015,9/17/2015,20.0,
In Jackson Heights,2015.0,121094,127.2,15150,15150.0,8,1,11/4/2015,03/02/2016,119.0,
Do I Sound Gay?,2015.0,119388,161.772,10461,10461.0,18,1,7/10/2015,8/20/2015,41.0,
Digging for Fire,2015.0,119364,107.535,25000,8333.333,30,3,8/21/2015,9/27/2015,37.0,
Love Live! The School Idol Movie,2015.0,115840,2068.571,115840,4137.143,28,28,9/11/2015,9/13/2015,2.0,
Road Hard,2015.0,113169,857.341,105943,4815.591,22,22,3/6/2015,3/12/2015,6.0,
Memories of the Sword,2015.0,111071,252.434,50240,2283.636,22,22,8/28/2015,9/17/2015,20.0,
Boy and the World,2015.0,110386,58.529,10077,5038.5,23,2,12/11/2015,03/02/2016,82.0,
Roar!,2015.0,110048,48.267,15064,3012.8,19,5,4/15/2015,8/13/2015,120.0,
Ingrid Bergman: In Her Own Words,2015.0,109128,76.313,8355,8355.0,13,1,11/13/2015,03/02/2016,110.0,
The Look of Silence,2015.0,109089,66.035,6616,6616.0,14,1,7/17/2015,11/12/2015,118.0,
Adult Beginners,2015.0,108808,49.145,36657,3665.7,54,10,4/24/2015,6/4/2015,41.0,
The Beauty Inside,2015.0,108083,234.963,50536,2197.217,23,23,9/11/2015,10/1/2015,20.0,
Results,2015.0,104507,146.368,17782,5927.333,21,3,5/29/2015,7/2/2015,34.0,
Every Secret Thing,2015.0,103536,862.8,97020,4851.0,20,20,5/15/2015,5/21/2015,6.0,
A LEGO Brickumentary,2015.0,101531,40.434,43285,465.43,93,93,7/31/2015,8/27/2015,27.0,
Man From Reno,2015.0,101438,301.899,15158,3789.5,7,4,3/27/2015,5/14/2015,48.0,
James White,2015.0,101368,228.306,12007,12007.0,12,1,11/13/2015,12/20/2015,37.0,
Black Souls (Anime Nere),2015.0,101088,167.088,6286,3143.0,11,2,4/10/2015,6/4/2015,55.0,
1915,2015.0,96682,30.213,30448,3806.0,10,8,4/17/2015,03/02/2016,320.0,
A Poem Is a Naked Person (2015 re-issue),2015.0,96592,338.919,5526,5526.0,5,1,7/1/2015,8/27/2015,57.0,
The Tales of Hoffmann (2015 re-issue),2015.0,91930,109.833,23340,11670.0,9,2,3/13/2015,6/14/2015,93.0,
Christmas Eve,2015.0,91302,23.315,45260,1028.636,44,44,12/4/2015,03/02/2016,89.0,
Queen of Earth,2015.0,91218,211.153,11360,5680.0,12,2,8/26/2015,10/1/2015,36.0,
Beasts of No Nation,2015.0,90777,225.253,51003,1645.258,31,31,10/16/2015,10/29/2015,13.0,
Legends from the Sky,2015.0,90706,47.243,18168,2271.0,8,8,1/30/2015,9/27/2015,240.0,
Hero (2015),2015.0,88675,128.701,58445,1102.736,53,53,9/11/2015,9/24/2015,13.0,
Sunshine Superman,2015.0,88097,14.72,8991,2997.0,21,3,5/22/2015,03/02/2016,285.0,
Tab Hunter Confidential,2015.0,84378,67.937,9945,4972.5,9,2,10/16/2015,03/02/2016,138.0,
Heaven Knows What,2015.0,80734,83.576,16862,8431.0,14,2,5/29/2015,8/6/2015,69.0,
Nasty Baby,2015.0,79800,192.754,8023,4011.5,18,2,10/23/2015,11/15/2015,23.0,
Blackbird,2015.0,78400,262.207,45834,3525.692,13,13,4/24/2015,5/17/2015,23.0,
Batkid Begins,2015.0,74709,130.155,19437,4859.25,14,4,6/26/2015,8/6/2015,41.0,
Dragon Blade,2015.0,74068,264.529,30346,2167.571,14,14,9/4/2015,9/24/2015,20.0,
Freaks of Nature,2015.0,70958,51.012,42713,399.187,107,107,10/30/2015,11/12/2015,13.0,
Predestination,2015.0,68372,170.93,44028,2201.4,20,20,1/9/2015,1/29/2015,20.0,
I Am Big Bird,2015.0,67845,62.358,10000,10000.0,17,1,5/6/2015,7/9/2015,64.0,
Turbo Kid,2015.0,67132,58.528,31428,1208.769,31,26,8/28/2015,10/4/2015,37.0,
People Places Things,2015.0,67046,17.556,31262,1645.368,19,19,8/14/2015,03/02/2016,201.0,
Eden,2015.0,65460,161.63,18987,6329.0,15,3,6/19/2015,7/16/2015,27.0,
The Duke of Burgundy,2015.0,64521,111.243,11902,3967.333,10,3,1/23/2015,3/22/2015,58.0,
The Office,2015.0,63675,265.312,34144,2276.267,15,15,9/18/2015,10/4/2015,16.0,
Drunk Stoned Brilliant Dead: The Story of the National Lampoon,2015.0,62660,45.938,5254,5254.0,22,1,9/25/2015,11/26/2015,62.0,
Flowers,2015.0,61568,99.303,6572,6572.0,5,1,10/30/2015,03/02/2016,124.0,
Only You,2015.0,61565,21.332,27311,2100.846,13,13,7/24/2015,03/02/2016,222.0,
Dark Star: H.R. Giger's World,2015.0,61044,53.082,8349,1669.8,10,5,5/15/2015,9/7/2015,115.0,
Girlhood (2015),2015.0,60765,116.856,7667,3833.5,5,2,1/30/2015,5/14/2015,104.0,
Jauja,2015.0,60231,101.399,8314,4157.0,3,2,3/20/2015,10/4/2015,198.0,
Cooties,2015.0,60058,159.305,33031,1139.0,29,29,9/18/2015,10/1/2015,13.0,
I Smile Back,2015.0,58738,inf,15758,7879.0,18,2,10/23/2015,10/23/2015,0.0,
Rififi (2015 re-release),2015.0,57749,313.853,17396,8698.0,2,2,9/2/2015,12/3/2015,92.0,
Entertainment,2015.0,55506,89.382,5132,2566.0,9,2,11/13/2015,1/21/2016,69.0,
The Search for General Tso,2015.0,54275,86.979,9336,4668.0,13,2,1/2/2015,2/19/2015,48.0,
The Ark of Mr. Chow,2015.0,54075,225.312,22583,1881.917,12,12,6/19/2015,7/9/2015,20.0,
Beloved Sisters,2015.0,54030,61.89,19704,2189.333,9,9,1/9/2015,4/16/2015,97.0,
Aloft,2015.0,53086,37.623,2116,1058.0,17,2,5/22/2015,8/13/2015,83.0,
The Quay Brothers in 35mm,2015.0,51858,405.141,16995,16995.0,2,1,8/19/2015,10/22/2015,64.0,
The Yes Men Are Revolting,2015.0,50190,52.281,12462,1246.2,20,10,6/12/2015,7/30/2015,48.0,
The Advocate: A Missing Body,2015.0,50162,428.735,19770,2196.667,9,9,10/23/2015,11/5/2015,13.0,
Heist (2015),2015.0,50136,160.692,28688,1195.333,24,24,11/13/2015,11/26/2015,13.0,8900000.0
Spring (2015),2015.0,49970,53.731,19675,1639.583,15,12,3/20/2015,5/21/2015,62.0,
